Candidate,Date,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Snippet_Keywords,Snippet_Stopwords,Snippet_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
trump,2016-10-03,9 Times Donald Trump Complained About Taxes,"On Twitter, Mr. Trump has denounced tax avoiders, complained about misuse of his own tax dollars and warned of the significant pain that paying taxes had caused him or others.",9 Times Donald Trump Complained About Taxes,"On Twitter, Mr Trump has denounced tax avoiders, complained about misuse of his own tax dollars and warned of the significant pain that paying taxes had caused him or others","9, Times, Donald, Trump, Complained, Taxes",About,"9, Times, Donald, Trump, Complained, About, Taxes","Twitter, ,, Mr, Trump, denounced, tax, avoiders, ,, complained, misuse, tax, dollars, warned, significant, pain, paying, taxes, caused","On, has, about, of, his, own, and, of, the, that, had, him, or, others","On, Twitter, ,, Mr, Trump, has, denounced, tax, avoiders, ,, complained, about, misuse, of, his, own, tax, dollars, and, warned, of, the, significant, pain, that, paying, taxes, had, caused, him, or, others","[{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}]",neu,"[{'neg': 0.282, 'neu': 0.67, 'pos': 0.048, 'compound': -0.8271}]",neu,-0.4019,-0.8271
trump,2016-10-04,Mr. Trump’s Government Bailout,"No ordinary citizen could benefit from the tax code like Donald Trump did, and his tax proposal would give people like him even more advantages.",Mr Trump’s Government Bailout,"No ordinary citizen could benefit from the tax code like Donald Trump did, and his tax proposal would give people like him even more advantages","Mr, Trump, Government, Bailout",’s,"Mr, Trump, ’s, Government, Bailout","ordinary, citizen, benefit, tax, code, like, Donald, Trump, ,, tax, proposal, people, like, advantages","No, could, from, the, did, and, his, would, give, him, even, more","No, ordinary, citizen, could, benefit, from, the, tax, code, like, Donald, Trump, did, ,, and, his, tax, proposal, would, give, people, like, him, even, more, advantages","[{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.1027}]",neu,"[{'neg': 0.067, 'neu': 0.606, 'pos': 0.327, 'compound': 0.8221}]",compound,-0.1027,0.8221
trump,2016-10-04,"Gomez Addams, Donald Trump and the Art of Failing","The patriarch of TV’s “The Addams Family” was called a “failure at failing” by his wife. That means he, like Mr. Trump, might have been able to report taxable income of less than zero.","Gomez Addams, Donald Trump and the Art of Failing","The patriarch of TV’s “The Addams Family” was called a “failure at failing” by his wife That means he, like Mr Trump, might have been able to report taxable income of less than zero","Gomez, Addams, ,, Donald, Trump, Art, Failing","and, the, of","Gomez, Addams, ,, Donald, Trump, and, the, Art, of, Failing","patriarch, TV, “, Addams, Family, ”, called, “, failure, failing, ”, wife, means, ,, like, Mr, Trump, ,, able, report, taxable, income, zero","The, of, ’s, The, was, a, at, by, his, That, he, might, have, been, to, of, less, than","The, patriarch, of, TV, ’s, “, The, Addams, Family, ”, was, called, a, “, failure, at, failing, ”, by, his, wife, That, means, he, ,, like, Mr, Trump, ,, might, have, been, able, to, report, taxable, income, of, less, than, zero","[{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.5106}]",neu,"[{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.3612}]",neu,-0.5106,0.3612
trump,2016-10-04,"Trump, Taxes and Citizenship",Citizens enrich society and themselves when they pull their fair share.,"Trump, Taxes and Citizenship",Citizens enrich society and themselves when they pull their fair share,"Trump, ,, Taxes, Citizenship",and,"Trump, ,, Taxes, and, Citizenship","Citizens, enrich, society, pull, fair, share","and, themselves, when, they, their","Citizens, enrich, society, and, themselves, when, they, pull, their, fair, share","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.5423}]",neu,0.0,0.5423
trump,2016-10-04,"The Trump Dialogues, From a Parody Universe",Comedians take their fictional versions of Donald J. Trump’s inner circle to the internet.,"The Trump Dialogues, From a Parody Universe",Comedians take their fictional versions of Donald J Trump’s inner circle to the internet,"Trump, Dialogues, ,, Parody, Universe","The, From, a","The, Trump, Dialogues, ,, From, a, Parody, Universe","Comedians, fictional, versions, Donald, J, Trump, inner, circle, internet","take, their, of, ’s, to, the","Comedians, take, their, fictional, versions, of, Donald, J, Trump, ’s, inner, circle, to, the, internet","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.296}]",neu,0.0,0.296
trump,2016-10-04,"Better Polling for Clinton, but Trump Is Keeping Core Support",Donald Trump’s strength among white working-class voters continues to offer him a narrow opening to victory.,"Better Polling for Clinton, but Trump Is Keeping Core Support",Donald Trump’s strength among white working-class voters continues to offer him a narrow opening to victory,"Better, Polling, Clinton, ,, Trump, Keeping, Core, Support","for, but, Is","Better, Polling, for, Clinton, ,, but, Trump, Is, Keeping, Core, Support","Donald, Trump, strength, white, working, -, class, voters, continues, offer, narrow, opening, victory","’s, among, to, him, a, to","Donald, Trump, ’s, strength, among, white, working, -, class, voters, continues, to, offer, him, a, narrow, opening, to, victory","[{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6705}]",compound,"[{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}]",neu,0.6705,0.4939
trump,2016-10-04,Donald Trump’s Business Decisions in ’80s Nearly Led Him to Ruin,Tax forms and public records show how debt that Mr. Trump amassed fueled enormous losses.,Donald Trump’s Business Decisions in ’80s Nearly Led Him to Ruin,Tax forms and public records show how debt that Mr Trump amassed fueled enormous losses,"Donald, Trump, Business, Decisions, ’, 80s, Nearly, Led, Ruin","’s, in, Him, to","Donald, Trump, ’s, Business, Decisions, in, ’, 80s, Nearly, Led, Him, to, Ruin","Tax, forms, public, records, debt, Mr, Trump, amassed, fueled, enormous, losses","and, show, how, that","Tax, forms, and, public, records, show, how, debt, that, Mr, Trump, amassed, fueled, enormous, losses","[{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.5859}]",neu,"[{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6369}]",neu,-0.5859,-0.6369
trump,2016-10-04,"When It Comes to Tax Avoidance, Donald Trump’s Just a Small Fry","A new study shows how Fortune 500 companies have managed to shelter trillions of dollars in profits offshore from being taxed, leaving Mr. Trump in the dust.","When It Comes to Tax Avoidance, Donald Trump’s Just a Small Fry","A new study shows how Fortune 500 companies have managed to shelter trillions of dollars in profits offshore from being taxed, leaving Mr Trump in the dust","Comes, Tax, Avoidance, ,, Donald, Trump, Small, Fry","When, It, to, ’s, Just, a","When, It, Comes, to, Tax, Avoidance, ,, Donald, Trump, ’s, Just, a, Small, Fry","new, study, shows, Fortune, 500, companies, managed, shelter, trillions, dollars, profits, offshore, taxed, ,, leaving, Mr, Trump, dust","A, how, have, to, of, in, from, being, in, the","A, new, study, shows, how, Fortune, 500, companies, have, managed, to, shelter, trillions, of, dollars, in, profits, offshore, from, being, taxed, ,, leaving, Mr, Trump, in, the, dust","[{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}]",neu,"[{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}]",neu,-0.4019,0.4404
trump,2016-10-04,Trump as ‘Role Model’? Kelly Ayotte Says She Misspoke,"After praising Donald J. Trump during a debate in her Senate race, Ms. Ayotte tried to walk back her remarks, but it did not quiet critics on social media.",Trump as ‘Role Model’? Kelly Ayotte Says She Misspoke,"After praising Donald J Trump during a debate in her Senate race, Ms Ayotte tried to walk back her remarks, but it did not quiet critics on social media","Trump, ‘, Role, Model, ’, ?, Kelly, Ayotte, Says, Misspoke","as, She","Trump, as, ‘, Role, Model, ’, ?, Kelly, Ayotte, Says, She, Misspoke","praising, Donald, J, Trump, debate, Senate, race, ,, Ms, Ayotte, tried, walk, remarks, ,, quiet, critics, social, media","After, during, a, in, her, to, back, her, but, it, did, not, on","After, praising, Donald, J, Trump, during, a, debate, in, her, Senate, race, ,, Ms, Ayotte, tried, to, walk, back, her, remarks, ,, but, it, did, not, quiet, critics, on, social, media","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.5547}]",neu,0.0,0.5547
trump,2016-10-04,How a Simple Tax Rule Let Donald Trump Turn a $916 Million Loss Into a Plus,"More than 500,000 individual taxpayers took advantage of the same tax rule as Mr. Trump in 1995. Their average loss: just $97,600.",How a Simple Tax Rule Let Donald Trump Turn a $916 Million Loss Into a Plus,"More than 500,000 individual taxpayers took advantage of the same tax rule as Mr Trump in 1995 Their average loss: just $97,600","Simple, Tax, Rule, Let, Donald, Trump, Turn, $, 916, Million, Loss, Plus","How, a, a, Into, a","How, a, Simple, Tax, Rule, Let, Donald, Trump, Turn, a, $, 916, Million, Loss, Into, a, Plus","500,000, individual, taxpayers, took, advantage, tax, rule, Mr, Trump, 1995, average, loss, :, $, 97,600","More, than, of, the, same, as, in, Their, just","More, than, 500,000, individual, taxpayers, took, advantage, of, the, same, tax, rule, as, Mr, Trump, in, 1995, Their, average, loss, :, just, $, 97,600","[{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}]",neu,"[{'neg': 0.095, 'neu': 0.823, 'pos': 0.082, 'compound': -0.0772}]",neu,-0.3182,-0.0772
trump,2016-10-04,Vice-Presidential Debate: What You Missed,"Senator Tim Kaine of Virginia and Gov. Mike Pence of Indiana faced off at Longwood University in Farmville, Va., in their only debate.",Vice-Presidential Debate: What You Missed,"Senator Tim Kaine of Virginia and Gov Mike Pence of Indiana faced off at Longwood University in Farmville, Va., in their only debate","Vice, -, Presidential, Debate, :, Missed","What, You","Vice, -, Presidential, Debate, :, What, You, Missed","Senator, Tim, Kaine, Virginia, Gov, Mike, Pence, Indiana, faced, Longwood, University, Farmville, ,, Va., ,, debate","of, and, of, off, at, in, in, their, only","Senator, Tim, Kaine, of, Virginia, and, Gov, Mike, Pence, of, Indiana, faced, off, at, Longwood, University, in, Farmville, ,, Va., ,, in, their, only, debate","[{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.296,0.0
trump,2016-10-05,A Trumpism of the Left,Could Hillary Clinton’s technocratic party get a celebrity makeover someday?,A Trumpism of the Left,Could Hillary Clinton’s technocratic party get a celebrity makeover someday?,"Trumpism, Left","A, of, the","A, Trumpism, of, the, Left","Hillary, Clinton, technocratic, party, celebrity, makeover, someday, ?","Could, ’s, get, a","Could, Hillary, Clinton, ’s, technocratic, party, get, a, celebrity, makeover, someday, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}]",neu,0.0,0.4019
trump,2016-10-05,Kaine and Pence on Trump’s Taxes,"The vice-presidential candidates, Tim Kaine and Mike Pence, discussed Mr. Trump’s 1995 tax documents, which The Times recently disclosed, and his refusal to release more recent returns.",Kaine and Pence on Trump’s Taxes,"The vice-presidential candidates, Tim Kaine and Mike Pence, discussed Mr Trump’s 1995 tax documents, which The Times recently disclosed, and his refusal to release more recent returns","Kaine, Pence, Trump, Taxes","and, on, ’s","Kaine, and, Pence, on, Trump, ’s, Taxes","vice, -, presidential, candidates, ,, Tim, Kaine, Mike, Pence, ,, discussed, Mr, Trump, 1995, tax, documents, ,, Times, recently, disclosed, ,, refusal, release, recent, returns","The, and, ’s, which, The, and, his, to, more","The, vice, -, presidential, candidates, ,, Tim, Kaine, and, Mike, Pence, ,, discussed, Mr, Trump, ’s, 1995, tax, documents, ,, which, The, Times, recently, disclosed, ,, and, his, refusal, to, release, more, recent, returns","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
trump,2016-10-05,Kaine on Pence’s Support of Trump,"Throughout the night, Tim Kaine repeatedly expressed disbelief that Mike Pence would defend various positions of his running mate’s.",Kaine on Pence’s Support of Trump,"Throughout the night, Tim Kaine repeatedly expressed disbelief that Mike Pence would defend various positions of his running mate’s","Kaine, Pence, Support, Trump","on, ’s, of","Kaine, on, Pence, ’s, Support, of, Trump","night, ,, Tim, Kaine, repeatedly, expressed, disbelief, Mike, Pence, defend, positions, running, mate","Throughout, the, that, would, various, of, his, ’s","Throughout, the, night, ,, Tim, Kaine, repeatedly, expressed, disbelief, that, Mike, Pence, would, defend, various, positions, of, his, running, mate, ’s","[{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.4019,0.0
trump,2016-10-05,Donald Trump’s Slip in Polls Has G.O.P. Worried About Congress,"With Mr. Trump’s support plunging in swing states, Republican congressional candidates are faced with openly fleeing the nominee to save their own campaigns.",Donald Trump’s Slip in Polls Has G.O.P Worried About Congress,"With Mr Trump’s support plunging in swing states, Republican congressional candidates are faced with openly fleeing the nominee to save their own campaigns","Donald, Trump, Slip, Polls, G.O.P, Worried, Congress","’s, in, Has, About","Donald, Trump, ’s, Slip, in, Polls, Has, G.O.P, Worried, About, Congress","Mr, Trump, support, plunging, swing, states, ,, Republican, congressional, candidates, faced, openly, fleeing, nominee, save, campaigns","With, ’s, in, are, with, the, to, their, own","With, Mr, Trump, ’s, support, plunging, in, swing, states, ,, Republican, congressional, candidates, are, faced, with, openly, fleeing, the, nominee, to, save, their, own, campaigns","[{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.7096}]",neu,-0.296,0.7096
trump,2016-10-05,Trump Says Pence Won the Debate,"Donald J. Trump, the Republican presidential nominee, said in Henderson, Nev., that Mike Pence won the vice-presidential debate and called him a “great Christian.”",Trump Says Pence Won the Debate,"Donald J Trump, the Republican presidential nominee, said in Henderson, Nev., that Mike Pence won the vice-presidential debate and called him a “great Christian.”","Trump, Says, Pence, Won, Debate",the,"Trump, Says, Pence, Won, the, Debate","Donald, J, Trump, ,, Republican, presidential, nominee, ,, said, Henderson, ,, Nev., ,, Mike, Pence, won, vice, -, presidential, debate, called, “, great, Christian, ., ”","the, in, that, the, and, him, a","Donald, J, Trump, ,, the, Republican, presidential, nominee, ,, said, in, Henderson, ,, Nev., ,, that, Mike, Pence, won, the, vice, -, presidential, debate, and, called, him, a, “, great, Christian, ., ”","[{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}]",neu,"[{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.5719}]",neu,0.5719,0.5719
